match_id,season_id,team_id,player_id,player_name,jersey_no,role,skill,played,starter,captain,total_points,raid_points_total,raid_touch_points,raid_bonus_points,raids_total,raids_successful,raids_unsuccessful,raids_empty,super_raids,tackle_points_total,tackles_total,tackles_successful,tackles_unsuccessful,super_tackles,super_10,high_5,green_cards,yellow_cards,red_cards
10,1,2,4,Ehsan Zamani Fard,1,,,True,True,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,False,0,0,0
10,1,2,9,Takamitsu Kono,15,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
10,1,2,11,Dong Ju Hong,55,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
10,1,2,28,Amit Singh Chhillar,4,,,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
10,1,2,33,Bhabesh Kumar,0,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
10,1,2,38,Dadaso Balaso Awad,9,,,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
10,1,2,47,Haresh Jalmi,8,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
10,1,2,51,Jasmer Singh Gulia,7,,,True,True,True,2,1,0,1,2,1,1,0,0,1,1,1,0,0,False,False,0,0,0
10,1,2,58,Kashiling Adake,11,,,True,True,False,14,11,11,0,17,10,4,3,0,3,14,3,11,0,True,False,0,0,0
10,1,2,80,Punit Kumar Teotia,5,,,True,True,False,1,0,0,0,1,0,1,0,0,1,1,1,0,0,False,False,0,0,0
10,1,2,107,Shrikant Tewthia,12,,,True,True,False,8,6,3,3,7,5,2,0,0,2,5,2,3,0,False,False,0,0,0
10,1,2,118,Surjeet Narwal,10,,,True,True,False,12,8,7,1,16,8,4,4,0,4,11,4,7,0,False,False,0,0,0
10,1,4,5,Farhad Kamal Gharibi,99,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
10,1,4,12,Jang Kun Lee,4,,,True,True,False,9,8,8,0,7,5,1,1,0,1,9,1,8,0,False,False,0,0,0
10,1,4,13,Seong Ryeol Kim,85,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
10,1,4,48,Hitesh Patel,22,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
10,1,4,66,Mahesh Goud,1,,,True,True,False,9,6,6,0,13,4,2,6,0,3,8,2,6,0,False,False,0,0,0
10,1,4,73,Nilesh Shinde,6,,,True,True,True,2,1,0,1,1,0,1,0,0,1,1,1,0,0,False,False,0,0,0
10,1,4,75,Nitin Madane,7,,,True,True,False,14,10,5,5,24,7,4,13,0,4,9,4,5,0,True,False,0,0,0
10,1,4,77,Parveen Kumar,66,,,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
10,1,4,98,Sachin Khambe,0,,,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
10,1,4,99,Sanjay Sharma,3,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
10,1,4,108,Shyam Kumar Sah,0,,,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
10,1,4,141,Sunil Jaipal,66,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,6,14,Tae Deok Eom,2,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,6,20,Wasim Sajjad,0,,,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,6,23,Dovlet Boshimov,4,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,6,46,Gurvinder Singh,2,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,6,61,Kuldeep Singh,99,,,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,6,68,Mandeep Kumar,10,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,6,88,Rakesh Kumar,7,,,True,True,True,9,7,6,1,14,7,2,5,0,2,8,2,6,0,False,False,0,0,0
11,1,6,89,Ram Kumar Sah,3,,,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,6,92,Ravi Dalal,9,,,True,True,False,18,15,12,3,17,10,2,5,0,3,14,2,12,0,True,False,0,0,0
11,1,6,109,Somvir Shekhar,55,,,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,6,114,Sunil Kumar,11,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,6,142,Sandeep Narwal,10,,,True,True,False,6,5,5,0,7,3,1,3,0,1,6,1,5,0,False,False,0,0,0
11,1,6,153,Vijender Singh,99,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,8,6,Jaber Hemati Chonehkhan,99,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,8,17,Atif Waheed,14,,,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,8,19,Wajid Ali,15,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,8,36,Chandran Ranjit,66,,,True,False,False,0,0,0,0,1,0,1,0,0,0,0,0,0,0,False,False,0,0,0
11,1,8,41,Deepak Niwas Hooda,5,,,True,True,False,10,10,6,4,8,6,0,2,0,0,6,0,6,0,True,False,0,0,0
11,1,8,49,Irfan Khan,4,,,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,8,81,Rahul Chaudhari,1,,,True,True,False,14,11,7,4,18,9,4,5,0,3,10,3,7,0,True,False,0,0,0
11,1,8,84,Rajaguru Subramanian,0,,,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,8,97,Rupesh Tomar,7,,,True,True,False,1,1,1,0,1,1,0,0,0,0,1,0,1,0,False,False,0,0,0
11,1,8,111,Sukesh Hegde,7,,,True,True,False,6,5,5,0,10,4,2,4,0,1,6,1,5,0,False,False,0,0,0
11,1,8,120,V. Satyanarayana,9,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,8,149,Kiran A,8,,,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
11,1,8,152,D. Gopu,5,,,True,True,False,0,0,0,0,1,0,1,0,0,0,0,0,0,0,False,False,0,0,0
12,1,4,5,Farhad Kamal Gharibi,99,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
12,1,4,12,Jang Kun Lee,4,,,True,True,False,17,14,14,0,14,9,3,2,0,3,17,3,14,0,True,False,0,0,0
12,1,4,13,Seong Ryeol Kim,85,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
12,1,4,48,Hitesh Patel,22,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
12,1,4,66,Mahesh Goud,1,,,True,True,True,7,6,5,1,9,3,1,5,0,1,6,1,5,0,False,False,0,0,0
12,1,4,73,Nilesh Shinde,6,,,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
12,1,4,75,Nitin Madane,7,,,True,True,False,4,1,0,1,9,1,3,5,0,3,3,3,0,0,False,False,0,0,0
12,1,4,77,Parveen Kumar,66,,,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
12,1,4,98,Sachin Khambe,0,,,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
12,1,4,99,Sanjay Sharma,3,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
12,1,4,108,Shyam Kumar Sah,0,,,True,True,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,False,0,0,0
12,1,4,141,Sunil Jaipal,66,,,True,False,False,6,5,3,2,6,3,1,2,0,1,4,1,3,0,False,False,0,0,0
12,1,7,7,Mostafa Noudehi,8,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
12,1,7,10,Simon Kibura,11,,,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
12,1,7,16,Waleed Al Hasani,70,,,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
12,1,7,30,Arbinda Khuntia,11,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
12,1,7,55,Jitesh Joshi,5,,,True,True,False,3,2,2,0,5,1,2,2,0,1,3,1,2,0,False,False,0,0,0
12,1,7,56,Kalimuthu Balamahendran,0,,,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
12,1,7,67,Mahipal Narwal,12,,,True,True,False,14,10,9,1,17,7,4,6,0,4,13,4,9,0,True,False,0,0,0
12,1,7,70,Manoj Kumar,4,,,True,True,False,1,1,1,0,1,1,0,0,0,0,1,0,1,0,False,False,0,0,0
12,1,7,76,Nitin More,0,,,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
12,1,7,79,Pravin Niwale,10,,,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
12,1,7,124,Wazir Singh,5,,,True,True,True,13,9,9,0,15,7,3,5,0,4,12,3,9,0,False,False,0,0,0
12,1,7,148,Sunil Subhash Lande,1,,,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
12,1,7,151,Vikas Tomar,12,,,True,True,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,False,0,0,0
13,1,3,15,Sanjay Shrestha,88,,,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,0
